20130310	0	-999	-999	-999	-999	-999	-999	-999	-999	52.9	133.9	67.8	130.7	46.6	128.5	49.5	123.9	45.5	122.6	41.1	114.6	39.8	129.3	41.3	138.8	29.7	147.2	24.2	146.1	16.8	156.8	13	158.4	4.2	139.8	6.6	40.7	12.4	110.3	16	110.8	-999	-999	-999	-999
20130310	10000	-999	-999	-999	-999	-999	-999	-999	-999	46.5	136.3	36.8	139.1	41.3	131.2	38.8	122.4	26.8	112.8	24.1	111.1	21.9	115.4	21.2	107.3	17	106.1	15.6	102.2	14.4	85.2	14.4	63.6	13.1	65.2	16.2	39.5	13.7	52.7	10.5	29.7	-999	-999	-999	-999
20130310	20000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	32	142.9	35.9	138	27.9	139.1	19.3	121.5	16.8	118.4	20.3	99.1	22.1	87.9	22	104.7	24.3	87.2	25	77.3	23.4	70.6	25.7	69.2	28.4	64.1	30.6	64	29.1	70.5	-999	-999	-999	-999
20130310	30000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	47.6	137.5	59.3	144.2	57.4	141.7	48.1	137.3	38.8	135.9	31.3	129.5	22.2	131.2	14.9	111.6	12.3	122.4	9	119.4	4.7	85.1	5.4	57.8	4.4	35.8	9.5	85.2	10.9	95.2	-999	-999	-999	-999
20130310	40000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	23.4	151.4	46.2	148.1	40.7	141	24.7	139.6	21.3	122	14.2	96.9	12.4	54.5	15.2	60.1	17.7	86.8	17.2	99.7	21	93.5	23.1	100.5	19.3	89.4	13.7	91.7	13.8	70.5	-999	-999	-999	-999
20130310	50000	-999	-999	-999	-999	-999	-999	-999	-999	5.7	233.5	11	265.8	42.7	9	40.4	8	30	6.9	18.6	9	16	24.8	9.9	53.2	14.3	42.7	14.9	35.7	11.6	20.8	11.3	9.7	12.4	328.9	10.6	262.9	13.9	244	14.7	240.6	-999	-999	-999	-999
20130310	60000	-999	-999	-999	-999	-999	-999	-999	-999	25.1	316.1	35.3	315.6	60.7	337.1	61.3	344.3	67.3	339.3	62.6	341.8	59.8	354.1	52.3	5	50.2	9.7	39.1	17	31.9	14.7	19.1	20.5	7	24.4	2.7	190.5	1.6	206.6	11	161.4	-999	-999	-999	-999
20130310	70000	-999	-999	-999	-999	-999	-999	-999	-999	24.1	330.7	39.1	353.7	54.2	353.3	54.9	352.7	52.4	344.1	49.4	343.1	47.4	336.4	36.5	337.6	32.6	327.3	27.1	306.4	18.4	293.8	16.6	306.9	17.7	338.1	18	328.9	17.7	353.2	9.5	34.7	-999	-999	-999	-999
20130310	80000	-999	-999	-999	-999	-999	-999	54.8	40	13.1	354.3	42.6	9.2	32.8	358.4	23.3	3.7	12.6	12.4	9.9	25	6.4	27.8	6.4	17.3	5.3	50.3	6.1	33.7	6.3	12.9	4.2	328.6	9.1	289.2	13.6	288.8	20.4	286.2	26.1	281.1	-999	-999	-999	-999
20130310	90000	-999	-999	-999	-999	-999	-999	10.4	289.1	15.8	335.4	15.4	301.2	20.2	301	15.1	302.5	13.2	310.1	13.2	284.5	6.8	287.9	11.3	337.5	14.6	4.3	26.6	3	36.6	3.3	50	5.6	59.1	6.8	59.7	356.4	60.5	354	60.8	350.7	-999	-999	-999	-999
20130310	100000	-999	-999	-999	-999	-999	-999	9.3	18.2	7.2	336.3	12.2	19.6	8.9	36.4	5.6	90	9.2	92.5	10.3	112.3	8.3	120.3	7.6	132.9	7.1	138.4	7.3	124.3	7.9	100.9	2.3	39.8	5.1	32.1	15	29.5	15.7	350.1	15.9	342	-999	-999	-999	-999
20130310	110000	-999	-999	-999	-999	-999	-999	25.3	140.8	6.3	127.2	4.4	159.9	5.2	293.6	9.1	244.6	10.3	239.7	4.7	253.9	10.3	241.7	7.1	225	8.5	262.5	3.7	304.1	6.5	255.7	6.3	281	1.6	330.3	11.2	320.1	7.1	354.4	4.1	346	-999	-999	-999	-999
20130310	120000	-999	-999	-999	-999	-999	-999	-999	-999	35.3	130.4	45.6	156.4	40.9	157.3	31.6	146.9	24.6	144.8	25.7	150.6	22.6	160.6	19.6	175.9	12	189.6	7.1	188.9	11	225.4	10.7	212.1	16.2	241.7	20.2	237.3	23	240.5	14.9	270.8	-999	-999	-999	-999
20130310	130000	-999	-999	-999	-999	-999	-999	-999	-999	60.1	134.2	83.6	155.7	67.4	149.4	66.1	147.4	52.8	149.9	46.1	155	44.7	161.1	31.9	170.8	23.7	175.9	11.7	211.4	11.4	247.9	11.6	269	6.7	290.1	4	95.7	7.1	7.3	5.6	64.8	-999	-999	-999	-999
20130310	140000	-999	-999	-999	-999	-999	-999	-999	-999	45.2	132.5	55.1	160.3	43.4	138.9	37.4	143	34.4	152.1	26.7	154.7	20.1	159.3	16.4	149.7	10.5	191	5.8	232.7	11.8	258.8	10.3	246.4	4.8	210.3	4.9	149.2	11	83.7	12.9	86.5	-999	-999	-999	-999
20130310	150000	-999	-999	-999	-999	-999	-999	-999	-999	44.5	141.8	46.5	158.2	53	157.4	48.1	159.7	45	155.4	33.3	162.5	22.8	164.5	18.9	166.8	16.2	178.9	9.2	215.2	9.8	256.4	1.8	250.6	1.4	278.1	4.2	178.6	7.1	107.9	12.1	95.7	-999	-999	-999	-999
20130310	160000	-999	-999	-999	-999	-999	-999	-999	-999	19.6	152.4	36.7	184.2	19.5	148.8	9	114.9	3.2	24.1	3.4	15.3	6.2	32.4	6.7	55.4	2.1	87.3	3.8	229.2	1.6	296.6	2.3	5	0.8	284	3.8	267	7.1	277.3	5.9	216.7	-999	-999	-999	-999
20130310	170000	-999	-999	-999	-999	-999	-999	-999	-999	15.4	338.3	4.6	330.1	11.2	330.4	18.2	332.2	20.6	337.4	22.5	328.4	18.7	320	15.6	323.4	14.2	316.4	16.8	309.7	12.4	297.4	15.3	295.2	14.4	276.8	17	266	23.9	264.2	18.6	255.4	-999	-999	-999	-999
20130310	180000	-999	-999	-999	-999	-999	-999	30.5	315.5	36.5	329	49.4	2.4	29.2	5.9	12.6	16.1	14.6	354.9	4.9	0	4.9	35.9	9.7	77.5	1.6	71.6	0.9	243.4	12.3	174.9	14.7	186.6	14.3	174.8	15	233.7	20.9	232.2	23.9	227.5	-999	-999	-999	-999
20130310	190000	-999	-999	-999	-999	-999	-999	33.8	303.2	51.3	342.5	54.1	4.5	44.6	357	32.8	354	20.1	356.9	9.6	324.3	8.8	319.6	7.4	358.5	5.1	308.7	9.6	244.8	2.8	265.9	5.6	227.2	11.1	220.3	16.5	243.4	21.9	233	22.5	245.3	-999	-999	-999	-999
20130310	200000	-999	-999	-999	-999	-999	-999	26.9	329.4	62.2	10.1	67.8	23.9	52.4	22.7	42.1	30.2	34.1	46.2	24.4	48	12	79	8.5	35	16.1	20.7	10.1	14.9	8.8	4.5	12.2	332.2	15.3	285.6	19.9	267.4	22	260.8	29	263.1	-999	-999	-999	-999
20130310	210000	-999	-999	-999	-999	-999	-999	10.4	311.5	32	24.7	36.1	28.5	35.9	27.6	28.5	25.1	30.6	28.1	27.9	19.5	28	10.3	27.8	16.9	22.7	22.8	17.4	2	10.8	5.9	8.7	33.3	3.6	0	18.4	311.5	22.2	293.1	25.2	292.9	-999	-999	-999	-999
20130310	220000	-999	-999	-999	-999	-999	-999	12.5	184.1	32	218.4	2.7	164.9	7.2	114.4	1.1	326.3	3.8	81	3.1	222.4	7.9	272.9	11.2	268.5	17.1	257.8	14.6	268.8	20.4	250.2	19.6	261.2	21	254.8	26.6	272.4	26.3	267	26	276.4	-999	-999	-999	-999
20130310	230000	-999	-999	-999	-999	-999	-999	45.7	150.8	45.9	145	59	159	58.5	156.2	57.6	156.8	53.6	157.1	43.3	164.9	34.4	165	22.6	178.5	23.7	207.1	19.2	221.4	15.1	238.8	18	237.7	12.3	243.4	22.6	267	20.4	265.2	22.2	275.4	-999	-999	-999	-999
20130311	0	-999	-999	-999	-999	-999	-999	73.2	123.8	58.7	149.2	69.8	143.5	68.5	144	66.2	148.1	65.7	140.7	62.2	148.8	54	151	50.3	144.4	48.9	146.9	42.4	134	37.2	137.5	33.1	145.6	23.3	149.9	15.4	136.8	8.9	108.4	5.4	133.5	-999	-999	-999	-999
20130311	10000	-999	-999	-999	-999	-999	-999	-999	-999	62.2	136.2	66	132.7	54.1	124.7	49.4	121.5	38.3	112.3	32.4	113.6	22	107.7	14.5	101.9	16.1	112.3	10.2	90.6	13.3	99.1	11.8	110.3	16.2	112.5	20.9	127.8	20.4	118.7	23	123.1	-999	-999	-999	-999
20130311	20000	-999	-999	-999	-999	-999	-999	-999	-999	68.4	124.3	61.6	137.9	62.3	129.3	50.2	131.9	47.7	129.6	40.7	119.4	31.5	117	27.6	114.6	26.6	113.7	19.6	115	18.8	123.9	11.5	139.9	7.6	119.3	12.7	67.3	13.8	77.5	14.8	57.4	-999	-999	-999	-999
20130311	30000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	45.3	134.7	43.6	125.5	37	121.3	28.3	131.6	23.2	134.7	13.2	132.2	13.6	132.6	5.3	99.8	7.9	116.2	4.9	144.1	5.4	77.2	2.9	52	7.2	60.9	6	66.4	9.6	76.1	-999	-999	-999	-999
20130311	40000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	38.7	147.1	52.6	143	45.4	142.9	40.9	142.5	30.8	133.7	26.1	141.7	17	143.9	11.4	117.7	7.8	83.3	3.7	77.5	6.3	66.7	3.4	34.2	1.6	14	6.9	338.7	8.9	25.1	-999	-999	-999	-999
20130311	50000	-999	-999	-999	-999	-999	-999	-999	-999	25.5	180.9	18.8	172	15.2	117.4	17.6	74.5	20.4	46	18.7	45.9	18.6	47.4	14.5	65	15.7	85.2	15.2	78.6	10.1	106.6	4	67.9	2.5	23.5	9.9	271.2	14.2	250.3	13.3	238.8	-999	-999	-999	-999
20130311	60000	-999	-999	-999	-999	-999	-999	-999	-999	26.8	300	23.9	300.8	17.3	289.3	14.2	324.2	18	335	26.7	1.9	34.1	10.8	42.2	12	46.1	11.3	50.8	22.1	55.3	21.2	60.7	21.7	62.3	23.8	62.9	20.5	59.4	17.9	57.7	22	-999	-999	-999	-999
20130311	70000	-999	-999	-999	-999	-999	-999	-999	-999	11.5	314.6	15.5	6.3	19.3	13.8	13.1	18.7	6.8	34.9	10.6	37.3	12.3	43.7	14.3	54.4	14.4	59.5	10.1	4.5	5.4	56.3	2.9	226.4	6.7	202	6.5	124.9	7.8	86.3	9.4	196.1	-999	-999	-999	-999
20130311	80000	-999	-999	-999	-999	-999	-999	18.8	13.5	18.3	316.5	52.3	7	44.5	357.2	32.7	357	21.9	10	9.8	43.3	9.6	67.4	9.8	65.8	2.4	94.8	6.6	243.8	12.4	198.3	13.3	217.4	17.1	187.8	25.2	210.5	31.8	234.5	28.9	255.4	-999	-999	-999	-999
20130311	90000	-999	-999	-999	-999	-999	-999	28.1	282.3	20.8	283	36.3	2.1	32.4	8.7	18.2	11.7	11.3	8.1	7.7	85.5	11.6	107.5	13.5	140.4	18.8	156.8	22.1	163.4	30.7	180.4	23.3	196.5	26.4	214.7	24.1	242.3	24.6	241.9	22.3	246.8	-999	-999	-999	-999
20130311	100000	-999	-999	-999	-999	-999	-999	12.9	285.8	15.1	324.4	19.4	3.5	21.5	10.7	15.7	25.3	9.8	40.9	6.7	46.8	10.4	101.6	7.8	140.2	8.4	159	5.8	149.9	12.5	154.9	16.2	166.4	16.8	136.4	19	120.1	17.5	163	12	196.9	-999	-999	-999	-999
20130311	110000	-999	-999	-999	-999	-999	-999	15.7	330.2	21	274.7	20.6	351.9	16.7	345.5	15	11.2	10.7	4.3	10.3	6.2	11.6	18.6	13.5	39.6	10.8	4.2	8.8	17.2	13.6	15	11.8	351.3	7.9	310.4	1.7	260	8	231.1	9.7	241.6	-999	-999	-999	-999
20130311	120000	-999	-999	-999	-999	-999	-999	20.7	174.7	30.6	186.6	17.7	129.3	14.2	157.2	15.5	174.4	10.4	183.9	16.3	167.9	14.7	156.8	12.8	167.4	13.6	177.1	9.6	200.1	14.3	204.8	11.3	216.4	14.4	227.2	16.3	244.2	17.3	252.8	14.1	265.1	-999	-999	-999	-999
